"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7352773236289700616""","","=""6780184143801484289""","mynamesearn","🧚🏻‍♀️🧘🏻‍♀️✨","I love her","01/04/2024, 07:55:37","0","No","0","No","https://www.tiktok.com/@mynamesearn"
"=""7353000386233893678""","","=""6776489148536980485""","b_hailey4","B_Hailey","I love her😂😂😭😂","01/04/2024, 22:37:13","0","No","0","No","https://www.tiktok.com/@b_hailey4"
"=""7352642605362905899""","","=""7030263411037127686""","beemilly8","🐝 Bee Milly 🖤💜","twin energy 🤌🏻🤌🏻🤌🏻🤌🏻🤌🏻🔥💯🔥💯🤌🏻🔥","31/03/2024, 23:28:56","0","No","0","No","https://www.tiktok.com/@beemilly8"
"=""7352647002436682538""","","=""6828027313558701061""","xoshayshayxo","Shay","flew to another state 💀","31/03/2024, 23:46:01","0","No","0","No","https://www.tiktok.com/@xoshayshayxo"
"=""7352803077881873168""","","=""6913833894023119878""","georgieehobbs","G 🤍","The energy together is unmatched ✨","01/04/2024, 09:51:35","0","No","0","No","https://www.tiktok.com/@georgieehobbs"
"=""7353553666064220934""","","=""6647915198257266694""","shayzizzley","Shayzizzle","The duo we didn’t know we needed","03/04/2024, 10:24:08","0","No","0","No","https://www.tiktok.com/@shayzizzley"
"=""7352888251931656966""","","=""7163867272136819717""","valenecl9o1","Tawwy","😂😂love it","01/04/2024, 15:21:55","0","No","0","No","https://www.tiktok.com/@valenecl9o1"
"=""7353078017914749726""","","=""7000820238175552518""","stinknee","Stinknee","Do New Yorkers just like spawn in daily with new phrases that everyone collectively just knows? 😭","02/04/2024, 03:38:20","0","No","0","No","https://www.tiktok.com/@stinknee"
"=""7352715634461147946""","","=""6873828620289229830""","effinga.effienay","Effie","I got married once 🥴","01/04/2024, 04:12:09","0","No","0","No","https://www.tiktok.com/@effinga.effienay"
"=""7352714639195390762""","","=""6841347191630939142""","karoline.with.a.k","🦋","I miss this content from you! My fav when I started following you!","01/04/2024, 04:08:22","0","No","0","No","https://www.tiktok.com/@karoline.with.a.k"
"=""7352581003032396551""","","=""6937994193643537410""","whoareyoubetch","what?","im so early","31/03/2024, 19:29:37","0","No","0","No","https://www.tiktok.com/@whoareyoubetch"
"=""7352627623488881441""","","=""84707531792453633""","icrgxo","Maj","@amzzlou_ the stare💀","31/03/2024, 22:30:43","2","No","0","No","https://www.tiktok.com/@icrgxo"
"=""7352658426017547041""","","=""6794895594046669830""","sauceys_dad","Saucey’s dad","She’s so real for that","01/04/2024, 00:30:26","4","No","0","No","https://www.tiktok.com/@sauceys_dad"
"=""7352641140158284575""","","=""6786435398408242182""","sharonriveroy","Sharon Riveroy","😭","31/03/2024, 23:23:07","0","No","0","No","https://www.tiktok.com/@sharonriveroy"
"=""7353100142135067422""","","=""6721494419172099078""","lkhan8307","Laibakhan","@Tima kinda reminds me of the time u took that picture of the cat","02/04/2024, 05:04:20","1","No","0","No","https://www.tiktok.com/@lkhan8307"
"=""7352607063402955566""","","=""6780075524388930565""","abealvaradoo","Abealvarado","The stare lmao","31/03/2024, 21:11:02","4","No","0","No","https://www.tiktok.com/@abealvaradoo"
"=""7352783493732860715""","","=""6796397117344678917""","sea_air_uuhh","Ciara 🌊","She’s giving Renee rapp","01/04/2024, 08:36:17","1","No","0","No","https://www.tiktok.com/@sea_air_uuhh"
"=""7352677846287090462""","","=""6808267564352914438""","2clicksadams","Heather Adams","Yall need to be friends","01/04/2024, 01:45:32","1","No","0","No","https://www.tiktok.com/@2clicksadams"
"=""7352703479075308318""","","=""6585228682100146181""","marty_imscared1","Martha orr","I love you","01/04/2024, 03:25:00","0","No","0","No","https://www.tiktok.com/@marty_imscared1"
"=""7352595075212739358""","","=""6666409758192549894""","allyosandra","❦ ally ❦","i drove over an hour and blew gasket in my cigarette car and totaled it. never again","31/03/2024, 20:24:25","6","No","0","No","https://www.tiktok.com/@allyosandra"
"=""7353369789611770670""","","=""6794567953682580486""","lenajanae","Lena 🇭🇳🇭🇳","@nai ᥫ᭡ girl this you?😭💗","02/04/2024, 22:30:49","1","No","1","No","https://www.tiktok.com/@lenajanae"
"=""7353377986577531694""","=""7353369789611770670""","=""6780313643268965382""","partynextwhor.3","nai ᥫ᭡","🫣🫣😂","02/04/2024, 23:02:34","0","No","","","https://www.tiktok.com/@partynextwhor.3"
"=""7352592405076034335""","","=""6996411384872502277""","aasshhlleeyyyyyy","aasshhlleeyy","LOLLL starting a whole ass business to get laid","31/03/2024, 20:13:59","4","No","0","No","https://www.tiktok.com/@aasshhlleeyyyyyy"
"=""7353077453697368875""","","=""6781408939386700805""","b3aa.b3aa","B!aa🌻","ik this not @nai ᥫ᭡ on my fyp","02/04/2024, 03:36:20","1","No","1","No","https://www.tiktok.com/@b3aa.b3aa"
"=""7353378009581994795""","=""7353077453697368875""","=""6780313643268965382""","partynextwhor.3","nai ᥫ᭡","😂😂😂","02/04/2024, 23:02:38","0","No","","","https://www.tiktok.com/@partynextwhor.3"
"=""7352610613413774122""","","=""6808923204317447174""","notmelissag","Melissa G","It’s literally and elderly person they clumsy damn y’all mean","31/03/2024, 21:24:43","3","No","0","No","https://www.tiktok.com/@notmelissag"
"=""7352580093380264737""","","=""91723365408727040""","dominik8004","Dominik","the hate for the tripping over lady ✨✨✨✨♥️🫶🏻","31/03/2024, 19:26:18","4","No","0","No","https://www.tiktok.com/@dominik8004"
"=""7352628731301249823""","","=""7295923858899944490""","user3441059359342","photojen","I would have said something awful 😒","31/03/2024, 22:34:55","1","No","0","No","https://www.tiktok.com/@user3441059359342"
"=""7352605420537611054""","","=""6758065225339913221""","karma.da.alienn","Karma.da.alienn","*stares in gay","31/03/2024, 21:04:30","0","No","0","No","https://www.tiktok.com/@karma.da.alienn"
"=""7352732118076375839""","","=""6925503958858400774""","babynarwhal92","Unicorn Of The Sea","I drove 4 hours to a diff state 🤷🏽‍♀️from a dude that was a mutual in my friend group. He coulda killed me but it was fine. Lol.","01/04/2024, 05:16:06","0","No","0","No","https://www.tiktok.com/@babynarwhal92"
